Country_all,Polymer_all,Density_all,Shape_all,Size_all,Diameter_all,v_Surf2Col_cont_median_all,v_Col2Sed_cont_median_all,k_Surf2glo_median_all,k_Col2glo_median_all,v_Surf2Col_glo_median_all,v_Col2Sed_glo_median_all,v_Surf2Sed_cont_median_all,v_Surf2Sed_glo_median_all
BayBengal,EPS,0.03,sphere,0.005,0.005,0.018685911,0.490301834,0.079626216,0.022236118,0.07925047,0.264347239,NaN,NaN
BayBengal,EPS,0.03,sphere,0.001,0.001,0.026476879,0.717593475,0.022716644,0.072480592,0.144329398,157.1668181,NaN,NaN
BayBengal,EPS,0.03,sphere,0.0001,0.0001,0.066176414,14.7687173,NaN,0.127526132,NaN,33.75419916,NaN,NaN
BayBengal,EPS,0.03,sphere,1.00E-05,1.00E-05,0.096744169,1.218404168,0.127659574,0.031069059,1.154039552,0.787929278,NaN,NaN
BayBengal,EPS,0.03,sphere,1.00E-06,1.00E-06,0.027998619,0.772172332,0.019694802,0.050632911,0.191581015,0.667890663,NaN,NaN
BayBengal,EPS,0.03,fiber,0.005,0.001,0.022258077,0.718703038,0.023210832,0.097808765,0.064931631,56.33451558,NaN,NaN
BayBengal,EPS,0.03,fiber,0.001,0.0001,0.041015571,13.40602149,NaN,0.094488189,NaN,9.143088261,NaN,NaN
BayBengal,EPS,0.03,fiber,0.0001,1.00E-05,0.274157922,10.84665003,NaN,NaN,NaN,NaN,NaN,NaN
BayBengal,EPS,0.03,fiber,5.00E-05,1.00E-06,0.203578513,1.343844889,0.120603015,0.045801527,0.676443381,0.89587159,NaN,NaN
BayBengal,EPS,0.03,fiber,0.025,0.005,0.039727939,0.842458291,0.0353622,0.036036036,0.07432186,0.595775025,NaN,NaN
BayBengal,HDPE,0.953,sphere,0.005,0.005,0.036318223,1.483172961,0.026343806,0.046260773,0.282103865,253.691542,NaN,NaN
BayBengal,HDPE,0.953,sphere,0.001,0.001,0.075602839,30.46297722,NaN,NaN,NaN,NaN,NaN,NaN
BayBengal,HDPE,0.953,sphere,0.0001,0.0001,0.410386906,19.90294168,NaN,NaN,NaN,NaN,NaN,NaN
BayBengal,HDPE,0.953,sphere,1.00E-05,1.00E-05,0.185859349,1.275388865,0.119701493,0.043638672,1.211092311,0.793830833,NaN,NaN
BayBengal,HDPE,0.953,sphere,1.00E-06,1.00E-06,0.028159004,0.758670011,0.030771095,0.043956044,0.078848046,0.512930934,NaN,NaN
BayBengal,HDPE,0.953,fiber,0.005,0.001,0.050721048,14.16819665,NaN,0.175182482,NaN,7.696368633,NaN,NaN
BayBengal,HDPE,0.953,fiber,0.001,0.0001,0.368298071,37.5082269,NaN,NaN,NaN,NaN,NaN,NaN
BayBengal,HDPE,0.953,fiber,0.0001,1.00E-05,0.91147646,12.3211647,NaN,NaN,NaN,NaN,NaN,NaN
BayBengal,HDPE,0.953,fiber,5.00E-05,1.00E-06,0.220640602,1.4611128,0.120913706,0.071216617,0.742357405,0.925108131,NaN,NaN
BayBengal,HDPE,0.953,fiber,0.025,0.005,0.035678356,0.882323849,0.022450967,0.048096192,0.165770306,347.9408155,NaN,NaN
BayBengal,LDPE,0.915,sphere,0.005,0.005,0.031053328,0.724218707,0.020887792,0.053078597,0.193733099,269.0868189,NaN,NaN
BayBengal,LDPE,0.915,sphere,0.001,0.001,0.049386668,16.53683527,NaN,0.062036253,NaN,107.2668311,NaN,NaN
BayBengal,LDPE,0.915,sphere,0.0001,0.0001,0.294310735,19.03768176,NaN,NaN,NaN,NaN,NaN,NaN
BayBengal,LDPE,0.915,sphere,1.00E-05,1.00E-05,0.154562999,1.154246322,0.12371134,0.04039435,0.620590354,0.742803789,NaN,NaN
BayBengal,LDPE,0.915,sphere,1.00E-06,1.00E-06,0.031137035,0.815331838,0.025373914,0.06549544,0.075325245,0.494471098,NaN,NaN
BayBengal,LDPE,0.915,fiber,0.005,0.001,0.034292363,7.036074669,NaN,0.068091168,NaN,59.42733178,NaN,NaN
BayBengal,LDPE,0.915,fiber,0.001,0.0001,0.246596327,35.89680544,NaN,NaN,NaN,NaN,NaN,NaN
BayBengal,LDPE,0.915,fiber,0.0001,1.00E-05,0.797315348,12.43293672,NaN,NaN,NaN,NaN,NaN,NaN
BayBengal,LDPE,0.915,fiber,5.00E-05,1.00E-06,0.241494241,1.385068553,0.070175439,0.039152857,0.254817464,0.848884805,NaN,NaN
BayBengal,LDPE,0.915,fiber,0.025,0.005,0.025354008,0.905868534,0.02306165,0.049550855,0.086299126,61.56635796,NaN,NaN
BayBengal,PET,1.35,sphere,0.005,0.005,5034687.989,20119.36423,NaN,NaN,NaN,NaN,NaN,NaN
BayBengal,PET,1.35,sphere,0.001,0.001,325712.6495,5117.352487,NaN,NaN,NaN,NaN,NaN,NaN
BayBengal,PET,1.35,sphere,0.0001,0.0001,249.0694823,138.9212028,NaN,NaN,NaN,NaN,NaN,NaN
BayBengal,PET,1.35,sphere,1.00E-05,1.00E-05,0.235096292,1.371846721,0.117647059,0.025978674,1.091805691,0.896320028,NaN,NaN
BayBengal,PET,1.35,sphere,1.00E-06,1.00E-06,0.043169597,0.884580814,0.016449623,0.02357573,0.062935119,0.358275529,NaN,NaN
BayBengal,PET,1.35,fiber,0.005,0.001,265261.563,4618.119522,NaN,NaN,NaN,NaN,NaN,NaN
BayBengal,PET,1.35,fiber,0.001,0.0001,2126.371748,411.1601452,NaN,NaN,NaN,NaN,NaN,NaN
BayBengal,PET,1.35,fiber,0.0001,1.00E-05,1.149102384,4.756565549,NaN,0.062176166,NaN,4.437405853,NaN,NaN
BayBengal,PET,1.35,fiber,5.00E-05,1.00E-06,0.051977644,0.798305608,0.03061874,0.16,0.110191235,0.32774999,NaN,NaN
BayBengal,PET,1.35,fiber,0.025,0.005,1552290.973,11171.5795,NaN,NaN,NaN,NaN,NaN,NaN
BayBengal,PP,0.88,sphere,0.005,0.005,0.039588308,1.019623535,0.020979021,0.054433498,0.115469299,140.537577,NaN,NaN
BayBengal,PP,0.88,sphere,0.001,0.001,0.03776213,12.9901061,NaN,0.101265823,NaN,57.85208993,NaN,NaN
BayBengal,PP,0.88,sphere,0.0001,0.0001,0.248849207,18.78542843,NaN,NaN,NaN,NaN,NaN,NaN
BayBengal,PP,0.88,sphere,1.00E-05,1.00E-05,0.144190057,1.142708711,0.113744076,0.043087971,2.327558402,0.773765304,NaN,NaN
BayBengal,PP,0.88,sphere,1.00E-06,1.00E-06,0.02883893,0.719185841,0.015686275,0.0234375,0.080037674,0.440544488,NaN,NaN
BayBengal,PP,0.88,fiber,0.005,0.001,0.02879851,5.118501516,0.023952191,0.037354108,2.590214697,148.7490598,NaN,NaN
BayBengal,PP,0.88,fiber,0.001,0.0001,0.192212609,37.77282716,NaN,NaN,NaN,NaN,NaN,NaN
BayBengal,PP,0.88,fiber,0.0001,1.00E-05,0.728100445,12.19603927,NaN,NaN,NaN,NaN,NaN,NaN
BayBengal,PP,0.88,fiber,5.00E-05,1.00E-06,0.2296672,1.361904457,0.020997375,0.049092368,0.746348345,0.870161557,NaN,NaN
BayBengal,PP,0.88,fiber,0.025,0.005,0.027797995,0.877576898,0.018477028,0.045411583,0.065092896,50.76618221,NaN,NaN
BayBengal,PS,1.06,sphere,0.005,0.005,448575.0174,6005.449825,NaN,NaN,NaN,NaN,NaN,NaN
BayBengal,PS,1.06,sphere,0.001,0.001,14456.8897,1078.366164,NaN,NaN,NaN,NaN,NaN,NaN
BayBengal,PS,1.06,sphere,0.0001,0.0001,3.824812539,25.02561224,NaN,NaN,NaN,NaN,NaN,NaN
BayBengal,PS,1.06,sphere,1.00E-05,1.00E-05,0.166098581,1.203276967,0.105029838,0.033755274,0.83166019,0.796953381,NaN,NaN
BayBengal,PS,1.06,sphere,1.00E-06,1.00E-06,0.0285265,0.821601515,0.017241379,0.032862483,0.097930044,0.562690339,NaN,NaN
BayBengal,PS,1.06,fiber,0.005,0.001,18999.64926,1238.214366,NaN,NaN,NaN,NaN,NaN,NaN
BayBengal,PS,1.06,fiber,0.001,0.0001,77.94694345,88.34830505,NaN,NaN,NaN,NaN,NaN,NaN
BayBengal,PS,1.06,fiber,0.0001,1.00E-05,1.474899116,13.01036873,NaN,NaN,NaN,NaN,NaN,NaN
BayBengal,PS,1.06,fiber,5.00E-05,1.00E-06,0.21816998,1.438614088,NaN,0.047524752,NaN,0.95053164,NaN,NaN
BayBengal,PS,1.06,fiber,0.025,0.005,204656.3595,4056.39864,NaN,NaN,NaN,NaN,NaN,NaN
KaraSea,EPS,0.03,sphere,0.005,0.005,0.025034679,1.008732569,NaN,NaN,NaN,NaN,NaN,NaN
KaraSea,EPS,0.03,sphere,0.001,0.001,0.019273767,1.165717044,NaN,NaN,NaN,NaN,NaN,NaN
KaraSea,EPS,0.03,sphere,0.0001,0.0001,0.086014455,3.440407718,NaN,NaN,NaN,NaN,NaN,NaN
KaraSea,EPS,0.03,sphere,1.00E-05,1.00E-05,0.178421941,1.482750644,NaN,NaN,NaN,NaN,NaN,NaN
KaraSea,EPS,0.03,sphere,1.00E-06,1.00E-06,0.027623325,0.999274588,NaN,NaN,NaN,NaN,NaN,NaN
KaraSea,EPS,0.03,fiber,0.005,0.001,0.023630212,0.975238049,NaN,NaN,NaN,NaN,NaN,NaN
KaraSea,EPS,0.03,fiber,0.001,0.0001,0.048859606,2.44845874,NaN,NaN,NaN,NaN,NaN,NaN
KaraSea,EPS,0.03,fiber,0.0001,1.00E-05,0.245174744,3.427145342,NaN,NaN,NaN,NaN,NaN,NaN
KaraSea,EPS,0.03,fiber,5.00E-05,1.00E-06,0.052349221,0.984557135,NaN,NaN,NaN,NaN,NaN,NaN
KaraSea,EPS,0.03,fiber,0.025,0.005,0.022157443,0.997077714,NaN,NaN,NaN,NaN,NaN,NaN
KaraSea,HDPE,0.953,sphere,0.005,0.005,0.02091127,1.414840334,NaN,NaN,NaN,NaN,NaN,NaN
KaraSea,HDPE,0.953,sphere,0.001,0.001,0.071944594,3.479032923,NaN,NaN,NaN,NaN,NaN,NaN
KaraSea,HDPE,0.953,sphere,0.0001,0.0001,0.524389718,12.39289985,NaN,NaN,NaN,NaN,NaN,NaN
KaraSea,HDPE,0.953,sphere,1.00E-05,1.00E-05,0.265656874,1.534252385,NaN,NaN,NaN,NaN,NaN,NaN
KaraSea,HDPE,0.953,sphere,1.00E-06,1.00E-06,0.026580511,1.003056806,NaN,NaN,NaN,NaN,NaN,NaN
KaraSea,HDPE,0.953,fiber,0.005,0.001,0.05345858,2.337830074,NaN,NaN,NaN,NaN,NaN,NaN
KaraSea,HDPE,0.953,fiber,0.001,0.0001,0.375143788,15.27309333,NaN,NaN,NaN,NaN,NaN,NaN
KaraSea,HDPE,0.953,fiber,0.0001,1.00E-05,0.685896823,4.173093686,NaN,NaN,NaN,NaN,NaN,NaN
KaraSea,HDPE,0.953,fiber,5.00E-05,1.00E-06,0.043190503,1.040068692,NaN,NaN,NaN,NaN,NaN,NaN
KaraSea,HDPE,0.953,fiber,0.025,0.005,0.022052267,1.139891177,NaN,NaN,NaN,NaN,NaN,NaN
KaraSea,LDPE,0.915,sphere,0.005,0.005,0.023137543,1.251927704,NaN,NaN,NaN,NaN,NaN,NaN
KaraSea,LDPE,0.915,sphere,0.001,0.001,0.053924486,2.251774905,NaN,NaN,NaN,NaN,NaN,NaN
KaraSea,LDPE,0.915,sphere,0.0001,0.0001,0.354399068,10.51571079,NaN,NaN,NaN,NaN,NaN,NaN
KaraSea,LDPE,0.915,sphere,1.00E-05,1.00E-05,0.244812367,1.543102153,NaN,NaN,NaN,NaN,NaN,NaN
KaraSea,LDPE,0.915,sphere,1.00E-06,1.00E-06,0.027743154,0.954108878,NaN,NaN,NaN,NaN,NaN,NaN
KaraSea,LDPE,0.915,fiber,0.005,0.001,0.033811597,1.694890419,NaN,NaN,NaN,NaN,NaN,NaN
KaraSea,LDPE,0.915,fiber,0.001,0.0001,0.252708319,12.64798507,NaN,NaN,NaN,NaN,NaN,NaN
KaraSea,LDPE,0.915,fiber,0.0001,1.00E-05,0.609184154,4.019365073,NaN,NaN,NaN,NaN,NaN,NaN
KaraSea,LDPE,0.915,fiber,5.00E-05,1.00E-06,0.042218771,1.035283289,NaN,NaN,NaN,NaN,NaN,NaN
KaraSea,LDPE,0.915,fiber,0.025,0.005,0.020971857,1.033225096,NaN,NaN,NaN,NaN,NaN,NaN
KaraSea,PET,1.35,sphere,0.005,0.005,15332198.4,20118.88185,NaN,NaN,NaN,NaN,NaN,NaN
KaraSea,PET,1.35,sphere,0.001,0.001,991841.914,5117.09111,NaN,NaN,NaN,NaN,NaN,NaN
KaraSea,PET,1.35,sphere,0.0001,0.0001,755.1289215,139.9984438,NaN,NaN,NaN,NaN,NaN,NaN
KaraSea,PET,1.35,sphere,1.00E-05,1.00E-05,0.24613266,1.552233241,NaN,NaN,NaN,NaN,NaN,NaN
KaraSea,PET,1.35,sphere,1.00E-06,1.00E-06,0.02940608,0.990933704,NaN,NaN,NaN,NaN,NaN,NaN
KaraSea,PET,1.35,fiber,0.005,0.001,807778.7884,4617.938164,NaN,NaN,NaN,NaN,NaN,NaN
KaraSea,PET,1.35,fiber,0.001,0.0001,6413.111499,411.5271821,NaN,NaN,NaN,NaN,NaN,NaN
KaraSea,PET,1.35,fiber,0.0001,1.00E-05,3.498472845,5.485512179,NaN,NaN,NaN,NaN,NaN,NaN
KaraSea,PET,1.35,fiber,5.00E-05,1.00E-06,0.039104418,1.005759572,NaN,NaN,NaN,NaN,NaN,NaN
KaraSea,PET,1.35,fiber,0.025,0.005,4727222.958,11171.33068,NaN,NaN,NaN,NaN,NaN,NaN
KaraSea,PP,0.88,sphere,0.005,0.005,0.018981172,1.081825788,NaN,NaN,NaN,NaN,NaN,NaN
KaraSea,PP,0.88,sphere,0.001,0.001,0.040212311,1.9131786,NaN,NaN,NaN,NaN,NaN,NaN
KaraSea,PP,0.88,sphere,0.0001,0.0001,0.2868794,9.660921666,NaN,NaN,NaN,NaN,NaN,NaN
KaraSea,PP,0.88,sphere,1.00E-05,1.00E-05,0.197668958,1.506306698,NaN,NaN,NaN,NaN,NaN,NaN
KaraSea,PP,0.88,sphere,1.00E-06,1.00E-06,0.027463779,1.098917047,NaN,NaN,NaN,NaN,NaN,NaN
KaraSea,PP,0.88,fiber,0.005,0.001,0.030588361,1.480899903,NaN,NaN,NaN,NaN,NaN,NaN
KaraSea,PP,0.88,fiber,0.001,0.0001,0.211223914,10.06837234,NaN,NaN,NaN,NaN,NaN,NaN
KaraSea,PP,0.88,fiber,0.0001,1.00E-05,0.594097406,3.939002123,NaN,NaN,NaN,NaN,NaN,NaN
KaraSea,PP,0.88,fiber,5.00E-05,1.00E-06,0.045554077,0.980647865,NaN,NaN,NaN,NaN,NaN,NaN
KaraSea,PP,0.88,fiber,0.025,0.005,0.026532164,0.954981524,NaN,NaN,NaN,NaN,NaN,NaN
KaraSea,PS,1.06,sphere,0.005,0.005,1366001.847,6005.201019,NaN,NaN,NaN,NaN,NaN,NaN
KaraSea,PS,1.06,sphere,0.001,0.001,43927.51737,1076.887386,NaN,NaN,NaN,NaN,NaN,NaN
KaraSea,PS,1.06,sphere,0.0001,0.0001,21.60878307,24.47378704,NaN,NaN,NaN,NaN,NaN,NaN
KaraSea,PS,1.06,sphere,1.00E-05,1.00E-05,0.226300605,1.533910531,NaN,NaN,NaN,NaN,NaN,NaN
KaraSea,PS,1.06,sphere,1.00E-06,1.00E-06,0.03167043,0.914249813,NaN,NaN,NaN,NaN,NaN,NaN
KaraSea,PS,1.06,fiber,0.005,0.001,57958.88679,1236.977995,NaN,NaN,NaN,NaN,NaN,NaN
KaraSea,PS,1.06,fiber,0.001,0.0001,178.6611351,73.46925424,NaN,NaN,NaN,NaN,NaN,NaN
KaraSea,PS,1.06,fiber,0.0001,1.00E-05,1.074813549,4.339591821,NaN,NaN,NaN,NaN,NaN,NaN
KaraSea,PS,1.06,fiber,5.00E-05,1.00E-06,0.04479395,1.049374978,NaN,NaN,NaN,NaN,NaN,NaN
KaraSea,PS,1.06,fiber,0.025,0.005,623216.0131,4056.217284,NaN,NaN,NaN,NaN,NaN,NaN
Greece,EPS,0.03,sphere,0.005,0.005,0.003167491,0.17921939,Inf,NaN,0.131488798,0.320173603,NaN,NaN
Greece,EPS,0.03,sphere,0.001,0.001,0.025834819,2.563140778,Inf,NaN,0.22444881,291.1976083,NaN,NaN
Greece,EPS,0.03,sphere,0.0001,0.0001,NaN,NaN,Inf,NaN,1.914517674,47.28019249,NaN,NaN
Greece,EPS,0.03,sphere,1.00E-05,1.00E-05,0.032062347,0.86520622,Inf,NaN,1.88800289,43.01023061,NaN,NaN
Greece,EPS,0.03,sphere,1.00E-06,1.00E-06,0.002576505,0.229504654,Inf,NaN,1.400316786,1.149650786,NaN,NaN
Greece,EPS,0.03,fiber,0.005,0.001,0.025656891,0.639178463,Inf,NaN,0.127695826,187.9111622,NaN,NaN
Greece,EPS,0.03,fiber,0.001,0.0001,NaN,NaN,Inf,NaN,1.200000958,79.15809062,NaN,NaN
Greece,EPS,0.03,fiber,0.0001,1.00E-05,0.085334784,3.793759328,Inf,NaN,2.56586136,4.140906895,NaN,NaN
Greece,EPS,0.03,fiber,5.00E-05,1.00E-06,0.009380716,0.317543215,Inf,NaN,2.494578251,4.155581931,NaN,NaN
Greece,EPS,0.03,fiber,0.025,0.005,0.004033562,0.320086575,Inf,NaN,1.891291894,4.056291936,NaN,NaN
Greece,HDPE,0.953,sphere,0.005,0.005,0.04973399,266.946039,Inf,NaN,0.337158127,606.8095073,NaN,NaN
Greece,HDPE,0.953,sphere,0.001,0.001,NaN,NaN,Inf,NaN,1.638464847,260.4987054,NaN,NaN
Greece,HDPE,0.953,sphere,0.0001,0.0001,NaN,NaN,Inf,NaN,7.896258545,60.05764183,NaN,NaN
Greece,HDPE,0.953,sphere,1.00E-05,1.00E-05,0.151866409,1.050682672,Inf,NaN,7.404715148,55.22336022,NaN,NaN
Greece,HDPE,0.953,sphere,1.00E-06,1.00E-06,0.004103609,0.540648019,Inf,NaN,7.419840445,41.31303054,NaN,NaN
Greece,HDPE,0.953,fiber,0.005,0.001,0.074602738,109.7373562,Inf,NaN,1.080447633,223.4852927,NaN,NaN
Greece,HDPE,0.953,fiber,0.001,0.0001,NaN,NaN,Inf,NaN,7.650477116,116.5188728,NaN,NaN
Greece,HDPE,0.953,fiber,0.0001,1.00E-05,0.175845808,3.414347094,Inf,NaN,3.567252277,4.212164158,NaN,NaN
Greece,HDPE,0.953,fiber,5.00E-05,1.00E-06,0.006208069,0.431994663,Inf,NaN,3.284622014,4.123326888,NaN,NaN
Greece,HDPE,0.953,fiber,0.025,0.005,0.026576262,5.164496795,Inf,NaN,0.219397047,498.929578,NaN,0.239628746
Greece,LDPE,0.915,sphere,0.005,0.005,0.025024699,158.5565619,Inf,NaN,0.233132665,628.0449938,NaN,0.239628746
Greece,LDPE,0.915,sphere,0.001,0.001,NaN,NaN,Inf,NaN,1.143237259,222.9612641,NaN,0.239628746
Greece,LDPE,0.915,sphere,0.0001,0.0001,NaN,NaN,Inf,NaN,6.475124068,60.67336015,NaN,NaN
Greece,LDPE,0.915,sphere,1.00E-05,1.00E-05,0.047995651,0.90034736,Inf,NaN,6.209268523,59.57100751,NaN,NaN
Greece,LDPE,0.915,sphere,1.00E-06,1.00E-06,0.012556178,0.214656653,Inf,NaN,6.28634419,54.30632227,NaN,NaN
Greece,LDPE,0.915,fiber,0.005,0.001,0.042425244,66.32741302,Inf,NaN,0.742832886,228.2301301,NaN,NaN
Greece,LDPE,0.915,fiber,0.001,0.0001,NaN,NaN,Inf,NaN,5.759754283,115.8454358,NaN,NaN
Greece,LDPE,0.915,fiber,0.0001,1.00E-05,0.280670525,3.934348627,Inf,NaN,3.399216581,4.17550066,NaN,NaN
Greece,LDPE,0.915,fiber,5.00E-05,1.00E-06,0.03041696,0.307365033,Inf,NaN,3.334766299,4.093443465,NaN,NaN
Greece,LDPE,0.915,fiber,0.025,0.005,0.005438895,2.819450007,Inf,NaN,0.150013935,452.9931034,NaN,NaN
Greece,PET,1.35,sphere,0.005,0.005,NaN,NaN,Inf,NaN,701.4058136,19817.68556,NaN,NaN
Greece,PET,1.35,sphere,0.001,0.001,NaN,NaN,Inf,NaN,700.195982,5017.569689,NaN,NaN
Greece,PET,1.35,sphere,0.0001,0.0001,NaN,NaN,Inf,NaN,137.4964625,123.0661599,NaN,NaN
Greece,PET,1.35,sphere,1.00E-05,1.00E-05,0.039765515,1.078195531,Inf,NaN,1.904970177,1.146665833,NaN,NaN
Greece,PET,1.35,sphere,1.00E-06,1.00E-06,0.003808589,0.571991078,Inf,NaN,1.740113781,1.128723814,NaN,NaN
Greece,PET,1.35,fiber,0.005,0.001,NaN,NaN,Inf,NaN,700.0265067,4541.313668,NaN,NaN
Greece,PET,1.35,fiber,0.001,0.0001,NaN,NaN,Inf,NaN,406.6087508,393.1410443,NaN,NaN
Greece,PET,1.35,fiber,0.0001,1.00E-05,0.41081008,4.164680603,Inf,NaN,4.916314693,4.2030309,NaN,NaN
Greece,PET,1.35,fiber,5.00E-05,1.00E-06,0.012944939,0.378955519,Inf,NaN,5.008340314,4.188258276,NaN,NaN
Greece,PET,1.35,fiber,0.025,0.005,NaN,NaN,Inf,NaN,701.0782127,11025.18571,NaN,NaN
Greece,PP,0.88,sphere,0.005,0.005,0.012965791,1.998376111,Inf,NaN,0.184541884,591.3149219,NaN,NaN
Greece,PP,0.88,sphere,0.001,0.001,0.063976207,5.493604765,Inf,NaN,0.908451564,227.2843809,NaN,NaN
Greece,PP,0.88,sphere,0.0001,0.0001,NaN,NaN,Inf,NaN,5.633320176,60.02073166,NaN,NaN
Greece,PP,0.88,sphere,1.00E-05,1.00E-05,0.029621016,1.049744362,Inf,NaN,5.328849563,56.68295365,NaN,NaN
Greece,PP,0.88,sphere,1.00E-06,1.00E-06,0.002431705,0.313420333,Inf,NaN,1.703880212,1.142089408,NaN,NaN
Greece,PP,0.88,fiber,0.005,0.001,0.015541944,99.39276582,Inf,NaN,0.583443029,276.9816425,NaN,NaN
Greece,PP,0.88,fiber,0.001,0.0001,NaN,NaN,Inf,NaN,4.7337104,115.8037918,NaN,NaN
Greece,PP,0.88,fiber,0.0001,1.00E-05,0.139190266,3.747431783,Inf,NaN,3.366715995,4.212289908,NaN,NaN
Greece,PP,0.88,fiber,5.00E-05,1.00E-06,0.005540194,0.287667301,Inf,NaN,3.178158729,4.20002057,NaN,NaN
Greece,PP,0.88,fiber,0.025,0.005,0.003131102,0.380559904,Inf,NaN,0.117624302,375.2294191,NaN,NaN
Greece,PS,1.06,sphere,0.005,0.005,NaN,NaN,Inf,NaN,700.2863339,5320.129787,NaN,NaN
Greece,PS,1.06,sphere,0.001,0.001,NaN,NaN,Inf,NaN,693.0420612,941.8159769,NaN,NaN
Greece,PS,1.06,sphere,0.0001,0.0001,NaN,NaN,Inf,NaN,23.0768456,58.26332609,NaN,NaN
Greece,PS,1.06,sphere,1.00E-05,1.00E-05,0.062773749,1.015247879,Inf,NaN,21.72166364,56.43335015,NaN,NaN
Greece,PS,1.06,sphere,1.00E-06,1.00E-06,0.003058096,0.266062527,Inf,NaN,1.37123728,1.428615144,NaN,NaN
Greece,PS,1.06,fiber,0.005,0.001,NaN,NaN,Inf,NaN,694.3751634,1098.2777,NaN,NaN
Greece,PS,1.06,fiber,0.001,0.0001,NaN,NaN,Inf,NaN,64.99532544,121.0606565,NaN,NaN
Greece,PET,1.35,fiber,0.0001,1.00E-05,0.41081008,4.164680603,Inf,NaN,4.916314693,4.2030309,NaN,NaN
Greece,PS,1.06,fiber,5.00E-05,1.00E-06,0.0120867,0.158915959,Inf,NaN,4.439093549,4.143976791,NaN,NaN
Greece,PS,1.06,fiber,0.025,0.005,NaN,NaN,Inf,NaN,699.6026871,3672.445702,NaN,NaN
Nile,EPS,0.03,sphere,0.005,0.005,0.059031886,3.552457255,NaN,NaN,NaN,NaN,0.862406027,NaN
Nile,EPS,0.03,sphere,0.001,0.001,0.04954599,3.715299363,0.026344676,0.067710424,0.317717523,251.2602287,0.811563472,NaN
Nile,EPS,0.03,sphere,0.0001,0.0001,0.062823592,10.13211807,NaN,NaN,NaN,NaN,0.754339032,NaN
Nile,EPS,0.03,sphere,1.00E-05,1.00E-05,0.056431052,3.946190694,0.045977011,0.16,0.405387727,0.623324568,1.16601054,NaN
Nile,EPS,0.03,sphere,1.00E-06,1.00E-06,0.047251933,4.915198145,0.019496344,NaN,2.3337509,0.247770029,0.684679913,NaN
Nile,EPS,0.03,fiber,0.005,0.001,0.056332816,3.457142012,0.03065764,0.094488189,0.157792705,53.1789532,0.824241924,NaN
Nile,EPS,0.03,fiber,0.001,0.0001,0.048676069,10.22362918,NaN,1.333333333,NaN,58.24552,0.750218148,NaN
Nile,EPS,0.03,fiber,0.0001,1.00E-05,0.216420679,10.26476715,NaN,NaN,NaN,NaN,2.282948278,NaN
Nile,EPS,0.03,fiber,5.00E-05,1.00E-06,0.068719988,4.327574674,NaN,0.151288056,NaN,0.895360801,1.258403166,NaN
Nile,EPS,0.03,fiber,0.025,0.005,0.059625707,4.564018339,NaN,0.117073171,NaN,0.352306481,0.854373915,NaN
Nile,HDPE,0.953,sphere,0.005,0.005,0.056278221,3.41858893,0.033946252,0.086446886,0.527271992,505.941157,0.775587554,NaN
Nile,HDPE,0.953,sphere,0.001,0.001,0.081454155,30.6922734,0.06779661,4.799999999,10.14691455,154.7707357,0.778522606,NaN
Nile,HDPE,0.953,sphere,0.0001,0.0001,0.324781262,18.75125552,NaN,NaN,NaN,NaN,3.132185212,NaN
Nile,HDPE,0.953,sphere,1.00E-05,1.00E-05,0.058259721,3.269801167,NaN,0.077922078,NaN,0.9649582,0.905185088,NaN
Nile,HDPE,0.953,sphere,1.00E-06,1.00E-06,0.041484282,4.605188579,0.016529506,NaN,0.376703057,0.027772707,0.719684311,0.166504455
