Country_all,Polymer_all,Density_all,Shape_all,Size_all,Diameter_all,v_Surf2Col_cont_median_all,v_Col2Sed_cont_median_all,k_Surf2glo_median_all,k_Col2glo_median_all,v_Surf2Col_glo_median_all,v_Col2Sed_glo_median_all,v_Surf2Sed_cont_median_all,v_Surf2Sed_glo_median_all
Nile,HDPE,0.953,fiber,0.005,0.001,0.066810591,12.10595532,0.040557205,1.213793103,15.80929102,139.1897612,0.841859231,NaN
Nile,HDPE,0.953,fiber,0.001,0.0001,0.40265626,33.7283188,NaN,NaN,NaN,NaN,2.702333294,NaN
Nile,HDPE,0.953,fiber,0.0001,1.00E-05,0.525514152,12.84175635,NaN,NaN,NaN,NaN,NaN,NaN
Nile,HDPE,0.953,fiber,5.00E-05,1.00E-06,0.06746513,3.135459423,NaN,0.423210832,NaN,0.843652336,2.071510839,NaN
Nile,HDPE,0.953,fiber,0.025,0.005,0.050010635,4.314121457,0.033946252,NaN,0.290239649,431.5104446,0.838131813,NaN
Nile,LDPE,0.915,sphere,0.005,0.005,0.06042693,3.861131788,0.030078311,NaN,0.330397238,438.5401073,0.734387431,NaN
Nile,LDPE,0.915,sphere,0.001,0.001,0.066970434,8.420370315,0.043956044,8,12.12667767,173.3246248,0.750873295,NaN
Nile,LDPE,0.915,sphere,0.0001,0.0001,0.257623385,16.99287533,NaN,NaN,NaN,NaN,2.396929205,NaN
Nile,LDPE,0.915,sphere,1.00E-05,1.00E-05,0.062625619,3.622554318,0.035597128,0.129000781,0.874769827,0.659270751,1.233461029,NaN
Nile,LDPE,0.915,sphere,1.00E-06,1.00E-06,0.052839821,3.277388246,0.027809965,NaN,0.255334499,0.934136598,0.774345821,NaN
Nile,LDPE,0.915,fiber,0.005,0.001,0.047205753,6.353741378,0.028588537,0.088560886,7.481008347,173.3125273,0.778265974,NaN
Nile,LDPE,0.915,fiber,0.001,0.0001,0.277543158,30.53530784,NaN,NaN,NaN,NaN,2.028540997,NaN
Nile,LDPE,0.915,fiber,0.0001,1.00E-05,0.465822576,12.43741627,NaN,NaN,NaN,NaN,4.684585647,NaN
Nile,LDPE,0.915,fiber,5.00E-05,1.00E-06,0.06708138,3.291901296,NaN,0.054054054,NaN,0.764295329,0.983310332,NaN
Nile,LDPE,0.915,fiber,0.025,0.005,0.045117971,4.845608764,0.033174055,NaN,0.190683665,250.4832415,0.687967624,NaN
Nile,PET,1.35,sphere,0.005,0.005,20149.11412,1189052.655,NaN,NaN,NaN,NaN,NaN,NaN
Nile,PET,1.35,sphere,0.001,0.001,5099.908213,301149.4377,NaN,NaN,NaN,NaN,NaN,NaN
Nile,PET,1.35,sphere,0.0001,0.0001,74.60600373,136.2271692,NaN,NaN,NaN,NaN,NaN,NaN
Nile,PET,1.35,sphere,1.00E-05,1.00E-05,0.079722525,3.027733597,NaN,0.095009685,NaN,0.905999245,2.183770155,NaN
Nile,PET,1.35,sphere,1.00E-06,1.00E-06,0.061091457,4.524198206,0.029486188,NaN,0.342243859,1.521287441,0.847123717,NaN
Nile,PET,1.35,fiber,0.005,0.001,4615.417374,272564.4402,NaN,NaN,NaN,NaN,NaN,NaN
Nile,PET,1.35,fiber,0.001,0.0001,644.1999758,401.3589864,NaN,NaN,NaN,NaN,NaN,NaN
Nile,PET,1.35,fiber,0.0001,1.00E-05,0.357350294,5.726954381,NaN,NaN,NaN,NaN,3.0191521,NaN
Nile,PET,1.35,fiber,5.00E-05,1.00E-06,0.059557742,4.955426199,0.013377926,0.088734873,0.213304559,0.359333691,0.889328299,NaN
Nile,PET,1.35,fiber,0.025,0.005,11207.78504,661514.2566,NaN,NaN,NaN,NaN,NaN,NaN
Nile,PP,0.88,sphere,0.005,0.005,0.040486327,5.542713348,0.023449388,0.15,0.256450356,550.201146,0.775435845,NaN
Nile,PP,0.88,sphere,0.001,0.001,0.062708786,4.742664915,0.033640718,0.67281106,15.07376351,154.7968035,0.72123897,NaN
Nile,PP,0.88,sphere,0.0001,0.0001,0.223389255,16.09419111,NaN,NaN,NaN,NaN,2.048458063,NaN
Nile,PP,0.88,sphere,1.00E-05,1.00E-05,0.064628228,3.588683105,0.039800995,0.19047619,0.834195206,0.636517013,1.233815519,NaN
Nile,PP,0.88,sphere,1.00E-06,1.00E-06,0.041073634,4.533144623,0.036139059,0.013722127,0.600751197,0.235312791,0.682753732,NaN
Nile,PP,0.88,fiber,0.005,0.001,0.045582394,6.188448769,0.033287101,NaN,1.4953938,262.6326012,0.722367966,NaN
Nile,PP,0.88,fiber,0.001,0.0001,0.202506106,28.6383304,NaN,NaN,NaN,NaN,2.075785631,NaN
Nile,PP,0.88,fiber,0.0001,1.00E-05,0.437129258,12.17615083,NaN,NaN,NaN,NaN,NaN,NaN
Nile,PP,0.88,fiber,5.00E-05,1.00E-06,0.068676507,3.225426104,NaN,0.055813953,NaN,0.811368271,2.011429753,NaN
Nile,PP,0.88,fiber,0.025,0.005,0.065319794,4.099067272,0.037171682,NaN,0.133461337,287.1432354,0.874364923,NaN
Nile,PS,1.06,sphere,0.005,0.005,5401.604109,318949.511,NaN,NaN,NaN,NaN,NaN,NaN
Nile,PS,1.06,sphere,0.001,0.001,930.0487133,54970.04927,NaN,NaN,NaN,NaN,NaN,NaN
Nile,PS,1.06,sphere,0.0001,0.0001,1.511378799,21.49719591,NaN,NaN,NaN,NaN,NaN,NaN
Nile,PS,1.06,sphere,1.00E-05,1.00E-05,0.064465663,3.483867228,0.04017438,0.144578313,0.783944738,0.721780858,1.21876901,NaN
Nile,PS,1.06,sphere,1.00E-06,1.00E-06,0.037536565,4.900709557,0.023399341,NaN,0.168652356,0.803182055,0.839670509,0.359191857
Nile,PS,1.06,fiber,0.005,0.001,1098.537264,64868.79407,NaN,NaN,NaN,NaN,NaN,NaN
Nile,PS,1.06,fiber,0.001,0.0001,18.14408878,73.6731379,NaN,NaN,NaN,NaN,NaN,NaN
Nile,PS,1.06,fiber,0.0001,1.00E-05,0.718043851,13.12913675,NaN,NaN,NaN,NaN,NaN,NaN
Nile,PS,1.06,fiber,5.00E-05,1.00E-06,0.072183617,3.370021543,NaN,0.048192771,NaN,0.91991587,1.43096009,NaN
Nile,PS,1.06,fiber,0.025,0.005,3728.668013,220246.1687,NaN,NaN,NaN,NaN,NaN,NaN
NorthAmerica,EPS,0.03,sphere,0.005,0.005,0.016655832,0.435597453,0.008852822,0.022727273,0.021338666,3.325378701,NaN,NaN
NorthAmerica,EPS,0.03,sphere,0.001,0.001,0.01351347,1.358550997,0.023191273,0.022121325,0.110199241,105.7010779,NaN,NaN
NorthAmerica,EPS,0.03,sphere,0.0001,0.0001,0.072209583,13.90822806,0.219182652,0.393442623,0.770799141,31.23310495,NaN,NaN
NorthAmerica,EPS,0.03,sphere,1.00E-05,1.00E-05,0.137643072,1.076551247,0.219219219,0.016415869,1.017058158,0.933172004,NaN,NaN
NorthAmerica,EPS,0.03,sphere,1.00E-06,1.00E-06,0.041092931,0.727128418,0.225396825,0.156356082,1.017058158,0.980850311,NaN,NaN
NorthAmerica,EPS,0.03,fiber,0.005,0.001,0.014965441,0.733379781,0.026058632,0.017121536,0.051461036,44.62503216,NaN,NaN
NorthAmerica,EPS,0.03,fiber,0.001,0.0001,0.046407443,10.152662,0.216216216,0.192,0.388066624,45.33506042,NaN,NaN
NorthAmerica,EPS,0.03,fiber,0.0001,1.00E-05,0.202116425,3.96179212,NaN,0.02646086,NaN,4.871722744,NaN,NaN
NorthAmerica,EPS,0.03,fiber,5.00E-05,1.00E-06,0.047323269,0.475412114,NaN,NaN,NaN,NaN,NaN,NaN
NorthAmerica,EPS,0.03,fiber,0.025,0.005,0.02206338,0.427357895,NaN,NaN,NaN,NaN,NaN,NaN
NorthAmerica,HDPE,0.953,sphere,0.005,0.005,0.018904838,2.53080092,0.115593419,0.151631046,0.216285483,24.02418717,NaN,NaN
NorthAmerica,HDPE,0.953,sphere,0.001,0.001,0.067717004,19.63169866,0.216216216,6.000000001,0.607267806,137.6799066,NaN,NaN
NorthAmerica,HDPE,0.953,sphere,0.0001,0.0001,0.463248854,25.81172955,NaN,0.299071207,NaN,48.69624673,NaN,NaN
NorthAmerica,HDPE,0.953,sphere,1.00E-05,1.00E-05,0.149898139,1.066945731,0.22329929,0.289156627,1.349760924,0.885596661,NaN,NaN
NorthAmerica,HDPE,0.953,sphere,1.00E-06,1.00E-06,0.047545926,0.616043294,0.226415094,NaN,2.137161427,0.875819942,NaN,NaN
NorthAmerica,HDPE,0.953,fiber,0.005,0.001,0.045713716,14.50152904,0.213337547,0.055172414,0.352857833,136.6560085,NaN,NaN
NorthAmerica,HDPE,0.953,fiber,0.001,0.0001,0.373422869,41.98143956,NaN,0.410286382,NaN,91.9604542,NaN,NaN
NorthAmerica,HDPE,0.953,fiber,0.0001,1.00E-05,0.488724239,4.237295416,NaN,0.282352941,NaN,4.526031065,NaN,NaN
NorthAmerica,HDPE,0.953,fiber,5.00E-05,1.00E-06,0.054516689,0.587084811,NaN,0.233009709,NaN,4.318744384,NaN,NaN
NorthAmerica,HDPE,0.953,fiber,0.025,0.005,0.017237191,1.39350745,0.120547945,0.039696094,0.089876187,91.38482382,NaN,NaN
NorthAmerica,LDPE,0.915,sphere,0.005,0.005,0.01599254,1.662406865,0.027355978,0.052081686,0.16031976,41.63812291,NaN,NaN
NorthAmerica,LDPE,0.915,sphere,0.001,0.001,0.047277882,15.96250005,0.216216216,1.164835165,0.366012679,129.1626805,NaN,NaN
NorthAmerica,LDPE,0.915,sphere,0.0001,0.0001,0.354562626,24.69819615,NaN,0.363636364,NaN,45.42214094,NaN,NaN
NorthAmerica,LDPE,0.915,sphere,1.00E-05,1.00E-05,0.188891929,1.082622468,0.222222222,0.363636364,0.309415316,0.949191495,NaN,NaN
NorthAmerica,LDPE,0.915,sphere,1.00E-06,1.00E-06,0.039025674,0.601982989,0.222222222,0.363636364,0.309415316,1.013737596,NaN,NaN
NorthAmerica,LDPE,0.915,fiber,0.005,0.001,0.034842431,8.780698194,0.218181818,NaN,0.215869137,142.3736507,NaN,NaN
NorthAmerica,LDPE,0.915,fiber,0.001,0.0001,0.27310526,37.95490767,NaN,0.71657754,NaN,73.04461195,NaN,NaN
NorthAmerica,LDPE,0.915,fiber,0.0001,1.00E-05,0.490074606,4.180513352,NaN,0.113207547,NaN,4.474134818,NaN,NaN
NorthAmerica,LDPE,0.915,fiber,5.00E-05,1.00E-06,0.031150837,0.564600752,NaN,0.285714286,NaN,4.249497879,NaN,NaN
NorthAmerica,LDPE,0.915,fiber,0.025,0.005,0.013159869,0.83923678,0.024381787,0.015645372,0.075954644,70.67565235,NaN,NaN
NorthAmerica,PET,1.35,sphere,0.005,0.005,7084421.808,19989.02895,NaN,NaN,NaN,NaN,NaN,NaN
NorthAmerica,PET,1.35,sphere,0.001,0.001,456673.3077,5075.073452,NaN,NaN,NaN,NaN,NaN,NaN
NorthAmerica,PET,1.35,sphere,0.0001,0.0001,350.5481753,135.690195,NaN,NaN,NaN,NaN,NaN,NaN
NorthAmerica,PET,1.35,sphere,1.00E-05,1.00E-05,0.199875384,1.107231295,0.224299065,0.020716911,1.804716881,0.919345335,NaN,NaN
NorthAmerica,PET,1.35,sphere,1.00E-06,1.00E-06,0.039788696,0.653540064,NaN,0.615384615,NaN,0.833299579,NaN,NaN
NorthAmerica,PET,1.35,fiber,0.005,0.001,372771.3167,4585.226251,NaN,NaN,NaN,NaN,NaN,NaN
NorthAmerica,PET,1.35,fiber,0.001,0.0001,2963.285203,405.7591434,NaN,NaN,NaN,NaN,NaN,NaN
NorthAmerica,PET,1.35,fiber,0.0001,1.00E-05,1.805195286,4.507876968,NaN,0.162064826,NaN,4.3017867,NaN,NaN
NorthAmerica,PET,1.35,fiber,5.00E-05,1.00E-06,0.058743389,0.566848896,NaN,0.172335601,NaN,4.257961381,NaN,NaN
NorthAmerica,PET,1.35,fiber,0.025,0.005,2187763.887,11108.0989,NaN,NaN,NaN,NaN,NaN,NaN
NorthAmerica,PP,0.88,sphere,0.005,0.005,0.013197369,1.368966052,0.022304833,0.019169329,0.086185922,37.58162703,NaN,NaN
NorthAmerica,PP,0.88,sphere,0.001,0.001,0.037721744,9.042060946,0.216216216,0.303797468,0.299561465,59.21850113,NaN,NaN
NorthAmerica,PP,0.88,sphere,0.0001,0.0001,0.284105582,23.60826716,NaN,0.533596838,NaN,42.68667739,NaN,NaN
NorthAmerica,PP,0.88,sphere,1.00E-05,1.00E-05,0.167575753,1.086111346,0.224299065,0.206896552,0.920956729,1.004336504,NaN,NaN
NorthAmerica,PP,0.88,sphere,1.00E-06,1.00E-06,0.028991269,0.497500331,0.224299065,0.011030348,0.905541823,1.078554022,NaN,NaN
NorthAmerica,PP,0.88,fiber,0.005,0.001,0.030705639,4.237998999,0.036754349,0.114123069,0.461498735,101.7712774,NaN,NaN
NorthAmerica,PP,0.88,fiber,0.001,0.0001,0.19880902,37.4279482,0.216216216,0.702886248,10.61683242,63.64044737,NaN,NaN
NorthAmerica,PP,0.88,fiber,0.0001,1.00E-05,0.476038806,4.147880956,NaN,0.322510823,NaN,4.336122778,NaN,NaN
NorthAmerica,PP,0.88,fiber,5.00E-05,1.00E-06,0.055142268,0.521236335,0.216216216,0.311688312,0.321755241,2.117004625,NaN,NaN
NorthAmerica,PP,0.88,fiber,0.025,0.005,0.017920077,0.690528952,0.029925187,0.068571429,0.053163748,42.05773995,NaN,NaN
NorthAmerica,PS,1.06,sphere,0.005,0.005,579313.5309,5716.054458,NaN,NaN,NaN,NaN,NaN,NaN
NorthAmerica,PS,1.06,sphere,0.001,0.001,17996.96383,1012.626186,NaN,NaN,NaN,NaN,NaN,NaN
NorthAmerica,PS,1.06,sphere,0.0001,0.0001,8.308734852,35.56272103,NaN,0.324324324,NaN,55.06003399,NaN,NaN
NorthAmerica,PS,1.06,sphere,1.00E-05,1.00E-05,0.166213728,1.064155795,0.208695652,0.034934498,0.454373658,0.97657202,NaN,NaN
NorthAmerica,PS,1.06,sphere,1.00E-06,1.00E-06,0.041865302,0.677148267,0.213438735,0.324324324,0.790708895,0.946117632,NaN,NaN
NorthAmerica,PS,1.06,fiber,0.005,0.001,24370.05583,1174.694453,NaN,NaN,NaN,NaN,NaN,NaN
NorthAmerica,PS,1.06,fiber,0.001,0.0001,76.51603671,85.49912063,NaN,NaN,NaN,NaN,NaN,NaN
NorthAmerica,PS,1.06,fiber,0.0001,1.00E-05,0.65656756,4.212478339,NaN,0.269662921,NaN,4.308499132,NaN,NaN
NorthAmerica,PS,1.06,fiber,5.00E-05,1.00E-06,0.046787586,0.55810891,0.029776675,0.263736264,0.483588998,4.010268884,NaN,NaN
NorthAmerica,PS,1.06,fiber,0.025,0.005,269082.1019,3895.668009,NaN,NaN,NaN,NaN,NaN,NaN
Oceania,EPS,0.03,sphere,0.005,0.005,0.057684107,1.336151345,0.022922636,NaN,0.114465477,10.54695764,NaN,NaN
Oceania,EPS,0.03,sphere,0.001,0.001,0.072945877,1.337069581,0.026666667,0.081355932,0.190550342,271.3951736,NaN,NaN
Oceania,EPS,0.03,sphere,0.0001,0.0001,0.06560581,13.53236388,NaN,NaN,NaN,NaN,NaN,NaN
Oceania,EPS,0.03,sphere,1.00E-05,1.00E-05,0.080796819,1.540086145,NaN,0.045112782,NaN,0.984026863,NaN,NaN
Oceania,EPS,0.03,sphere,1.00E-06,1.00E-06,0.067632512,1.500448382,0.029339853,0.059366207,0.129911682,0.319500913,NaN,NaN
Oceania,EPS,0.03,fiber,0.005,0.001,0.064450701,1.450609387,0.025330161,0.046153846,0.102371305,81.12370545,NaN,NaN
Oceania,EPS,0.03,fiber,0.001,0.0001,0.041202532,13.39612482,NaN,NaN,NaN,NaN,NaN,NaN
Oceania,EPS,0.03,fiber,0.0001,1.00E-05,0.150720388,3.843130311,NaN,NaN,NaN,NaN,NaN,NaN
Oceania,EPS,0.03,fiber,5.00E-05,1.00E-06,0.115687699,3.310596134,0.027522936,0.208695652,0.291605222,0.442721067,NaN,NaN
Oceania,EPS,0.03,fiber,0.025,0.005,0.095430381,2.946743041,0.027149321,0.208695652,1.458823404,0.364112975,NaN,NaN
Oceania,HDPE,0.953,sphere,0.005,0.005,0.101336281,1.570080382,0.0268757,0.064,0.362943227,740.8761303,NaN,NaN
Oceania,HDPE,0.953,sphere,0.001,0.001,0.065927381,25.99152075,NaN,NaN,NaN,NaN,NaN,NaN
Oceania,HDPE,0.953,sphere,0.0001,0.0001,0.402508922,23.05508408,NaN,NaN,NaN,NaN,NaN,NaN
Oceania,HDPE,0.953,sphere,1.00E-05,1.00E-05,0.112039186,1.559959805,NaN,0.054065407,NaN,0.828335761,NaN,NaN
Oceania,HDPE,0.953,sphere,1.00E-06,1.00E-06,0.083795768,1.52189304,0.025036003,0.054065407,0.16621055,0.760444223,NaN,NaN
Oceania,HDPE,0.953,fiber,0.005,0.001,0.045658779,13.75435916,NaN,NaN,NaN,NaN,NaN,NaN
Oceania,HDPE,0.953,fiber,0.001,0.0001,0.336215892,36.71611085,NaN,NaN,NaN,NaN,NaN,NaN
Oceania,HDPE,0.953,fiber,0.0001,1.00E-05,0.271955347,4.155135993,NaN,NaN,NaN,NaN,NaN,NaN
Oceania,HDPE,0.953,fiber,5.00E-05,1.00E-06,0.159115834,3.73072181,NaN,NaN,NaN,NaN,NaN,NaN
Oceania,HDPE,0.953,fiber,0.025,0.005,0.090879489,2.045764465,0.02695116,0.144625549,0.181157246,566.5345301,NaN,NaN
Oceania,LDPE,0.915,sphere,0.005,0.005,0.073997299,1.838678708,0.026860669,0.060154338,0.199341936,506.2472857,NaN,NaN
Oceania,LDPE,0.915,sphere,0.001,0.001,0.046710111,17.64212777,NaN,NaN,NaN,NaN,NaN,NaN
Oceania,LDPE,0.915,sphere,0.0001,0.0001,0.294912334,21.18719091,NaN,NaN,NaN,NaN,NaN,NaN
Oceania,LDPE,0.915,sphere,1.00E-05,1.00E-05,0.11045095,1.530550978,0.028469751,0.035560551,1.380157233,0.924519706,NaN,NaN
Oceania,LDPE,0.915,sphere,1.00E-06,1.00E-06,0.09198577,1.495708138,0.026936027,0.040589875,0.372413793,0.338742018,NaN,NaN
Oceania,LDPE,0.915,fiber,0.005,0.001,0.045444511,4.228041147,0.03034134,0.165517241,3.161910601,438.9612884,NaN,NaN
Oceania,LDPE,0.915,fiber,0.001,0.0001,0.245130278,33.15515712,NaN,NaN,NaN,NaN,NaN,NaN
Oceania,LDPE,0.915,fiber,0.0001,1.00E-05,0.2709054,4.132437412,NaN,NaN,NaN,NaN,NaN,NaN
Oceania,LDPE,0.915,fiber,5.00E-05,1.00E-06,0.177098233,3.525299529,0.030456853,NaN,0.187786456,0.286619052,NaN,NaN
Oceania,LDPE,0.915,fiber,0.025,0.005,0.1268193,3.163091694,0.026287471,0.079470199,0.113174276,183.6176547,NaN,NaN
Oceania,PET,1.35,sphere,0.005,0.005,2833270.196,19859.28281,NaN,NaN,NaN,NaN,NaN,NaN
Oceania,PET,1.35,sphere,0.001,0.001,181886.5804,5031.760281,NaN,NaN,NaN,NaN,NaN,NaN
Oceania,PET,1.35,sphere,0.0001,0.0001,143.4902147,135.2941128,NaN,NaN,NaN,NaN,NaN,NaN
Oceania,PET,1.35,sphere,1.00E-05,1.00E-05,0.126344959,1.596431812,NaN,0.131147541,NaN,1.063664986,NaN,NaN
Oceania,PET,1.35,sphere,1.00E-06,1.00E-06,0.095674201,1.52129314,NaN,0.132989501,NaN,0.877847693,NaN,NaN
Oceania,PET,1.35,fiber,0.005,0.001,148862.8326,4552.110078,NaN,NaN,NaN,NaN,NaN,NaN
Oceania,PET,1.35,fiber,0.001,0.0001,1172.25864,402.8908308,NaN,NaN,NaN,NaN,NaN,NaN
Oceania,PET,1.35,fiber,0.0001,1.00E-05,0.631341184,4.538495388,NaN,0.065256423,NaN,4.262408811,NaN,NaN
Oceania,PET,1.35,fiber,5.00E-05,1.00E-06,0.339568023,3.791542136,0.025531915,0.066852368,0.271019579,2.317150772,NaN,NaN
Oceania,PET,1.35,fiber,0.025,0.005,876372.8263,11044.95757,NaN,NaN,NaN,NaN,NaN,NaN
Oceania,PP,0.88,sphere,0.005,0.005,0.400723397,11025.22448,0.026229508,0.042649327,0.146181224,450.8980717,NaN,NaN
Oceania,PP,0.88,sphere,0.001,0.001,0.035805429,13.00179098,0.035928144,0.827586207,4.769560875,172.705931,NaN,NaN
Oceania,PP,0.88,sphere,0.0001,0.0001,0.235591832,20.13796451,NaN,NaN,NaN,NaN,NaN,NaN
Oceania,PP,0.88,sphere,1.00E-05,1.00E-05,0.105857163,1.572143184,NaN,0.038034865,NaN,0.993491196,NaN,NaN
Oceania,PP,0.88,sphere,1.00E-06,1.00E-06,0.088296954,1.509459858,0.027554535,0.046555053,0.150393917,0.233457292,NaN,NaN
Oceania,PP,0.88,fiber,0.005,0.001,0.088848203,1.720553217,0.027522936,0.07523511,1.339288497,463.8439964,NaN,NaN
Oceania,PP,0.88,fiber,0.001,0.0001,0.180789734,30.46178202,NaN,NaN,NaN,NaN,NaN,NaN
Oceania,PP,0.88,fiber,0.0001,1.00E-05,0.255892905,4.124552415,NaN,0.078175896,NaN,4.681819952,NaN,NaN
Oceania,PP,0.88,fiber,5.00E-05,1.00E-06,0.154994976,3.547740319,0.036199095,0.218192425,3.558586992,0.418391181,NaN,NaN
Oceania,PP,0.88,fiber,0.025,0.005,0.107348963,2.187561458,0.025223673,0.078175896,0.092461022,93.31380228,NaN,NaN
Oceania,PS,1.06,sphere,0.005,0.005,210850.5231,5417.60023,NaN,NaN,NaN,NaN,NaN,NaN
Oceania,PS,1.06,sphere,0.001,0.001,6374.527425,944.0882723,NaN,NaN,NaN,NaN,NaN,NaN
Oceania,PS,1.06,sphere,0.0001,0.0001,3.438094756,30.42040731,NaN,NaN,NaN,NaN,NaN,NaN
Oceania,PS,1.06,sphere,1.00E-05,1.00E-05,0.110498782,1.622021963,NaN,0.035137696,NaN,1.16262882,NaN,NaN
Oceania,PS,1.06,sphere,1.00E-06,1.00E-06,0.089659323,1.540084797,0.02,0.034833091,0.351726408,0.761778656,NaN,NaN
Oceania,PS,1.06,fiber,0.005,0.001,8786.291635,1107.730772,NaN,NaN,NaN,NaN,NaN,NaN
Oceania,PS,1.06,fiber,0.001,0.0001,28.21035498,74.07069086,NaN,NaN,NaN,NaN,NaN,NaN
Oceania,PS,1.06,fiber,0.0001,1.00E-05,0.319722797,4.262332976,NaN,0.06557377,NaN,5.201408342,NaN,NaN
Oceania,PS,1.06,fiber,5.00E-05,1.00E-06,0.192748055,3.677462449,0.026475053,0.032885489,0.224387259,0.350600191,NaN,NaN
Oceania,PS,1.06,fiber,0.025,0.005,99817.20897,3727.54004,NaN,NaN,NaN,NaN,NaN,NaN
SeaOkhotsk,EPS,0.03,sphere,0.005,0.005,0.141068292,2.743189015,NaN,NaN,NaN,NaN,NaN,NaN
SeaOkhotsk,EPS,0.03,sphere,0.001,0.001,0.158110685,2.325748872,0.01937046,0.073846154,0.066912849,9.166709162,NaN,NaN
SeaOkhotsk,EPS,0.03,sphere,0.0001,0.0001,0.102011102,3.844023316,NaN,NaN,NaN,NaN,NaN,NaN
SeaOkhotsk,EPS,0.03,sphere,1.00E-05,1.00E-05,0.232970777,2.987947867,NaN,NaN,NaN,NaN,NaN,NaN
SeaOkhotsk,EPS,0.03,sphere,1.00E-06,1.00E-06,0.160608161,2.373447054,NaN,NaN,NaN,NaN,NaN,NaN
SeaOkhotsk,EPS,0.03,fiber,0.005,0.001,0.151120681,2.39862049,NaN,NaN,NaN,NaN,NaN,NaN
SeaOkhotsk,EPS,0.03,fiber,0.001,0.0001,0.123241563,2.908502197,NaN,NaN,NaN,NaN,NaN,NaN
SeaOkhotsk,EPS,0.03,fiber,0.0001,1.00E-05,0.312689948,5.021269113,NaN,NaN,NaN,NaN,NaN,NaN
SeaOkhotsk,EPS,0.03,fiber,5.00E-05,1.00E-06,0.295487366,2.933792722,NaN,NaN,NaN,NaN,NaN,NaN
SeaOkhotsk,EPS,0.03,fiber,0.025,0.005,0.122754662,2.657609511,NaN,NaN,NaN,NaN,NaN,NaN
SeaOkhotsk,HDPE,0.953,sphere,0.005,0.005,0.183230341,2.367049882,NaN,NaN,NaN,NaN,NaN,NaN
SeaOkhotsk,HDPE,0.953,sphere,0.001,0.001,0.113006129,3.342185468,NaN,NaN,NaN,NaN,NaN,NaN
SeaOkhotsk,HDPE,0.953,sphere,0.0001,0.0001,0.44759939,7.678896149,NaN,NaN,NaN,NaN,NaN,NaN
SeaOkhotsk,HDPE,0.953,sphere,1.00E-05,1.00E-05,0.26567726,2.835226537,NaN,NaN,NaN,NaN,NaN,NaN
SeaOkhotsk,HDPE,0.953,sphere,1.00E-06,1.00E-06,0.143186169,2.384382135,NaN,NaN,NaN,NaN,NaN,NaN
SeaOkhotsk,HDPE,0.953,fiber,0.005,0.001,0.110989022,3.253820939,NaN,NaN,NaN,NaN,NaN,NaN
SeaOkhotsk,HDPE,0.953,fiber,0.001,0.0001,0.33364351,8.396398581,NaN,NaN,NaN,NaN,NaN,NaN
SeaOkhotsk,HDPE,0.953,fiber,0.0001,1.00E-05,1.30845593,8.282946476,NaN,NaN,NaN,NaN,NaN,NaN
SeaOkhotsk,HDPE,0.953,fiber,5.00E-05,1.00E-06,0.326674717,2.810227258,NaN,NaN,NaN,NaN,NaN,NaN
SeaOkhotsk,HDPE,0.953,fiber,0.025,0.005,0.140728641,2.398864702,NaN,NaN,NaN,NaN,NaN,NaN
