Country_all,Polymer_all,Density_all,Shape_all,Size_all,Diameter_all,v_Surf2Col_cont_median_all,v_Col2Sed_cont_median_all,k_Surf2glo_median_all,k_Col2glo_median_all,v_Surf2Col_glo_median_all,v_Col2Sed_glo_median_all,v_Surf2Sed_cont_median_all,v_Surf2Sed_glo_median_all
SeaOkhotsk,LDPE,0.915,sphere,0.005,0.005,0.160497637,2.524768291,NaN,0.03301238,NaN,5.072595132,NaN,NaN
SeaOkhotsk,LDPE,0.915,sphere,0.001,0.001,0.118545768,2.770927537,NaN,NaN,NaN,NaN,NaN,NaN
SeaOkhotsk,LDPE,0.915,sphere,0.0001,0.0001,0.334167866,5.856561452,NaN,NaN,NaN,NaN,NaN,NaN
SeaOkhotsk,LDPE,0.915,sphere,1.00E-05,1.00E-05,0.242049355,2.656600758,NaN,NaN,NaN,NaN,NaN,NaN
SeaOkhotsk,LDPE,0.915,sphere,1.00E-06,1.00E-06,0.147585321,2.37193084,0.018838305,NaN,1.583151471,0.356297956,NaN,NaN
SeaOkhotsk,LDPE,0.915,fiber,0.005,0.001,0.103315459,2.687275268,NaN,NaN,NaN,NaN,NaN,NaN
SeaOkhotsk,LDPE,0.915,fiber,0.001,0.0001,0.255591052,5.841789224,NaN,NaN,NaN,NaN,NaN,NaN
SeaOkhotsk,LDPE,0.915,fiber,0.0001,1.00E-05,1.059438301,7.865101561,NaN,NaN,NaN,NaN,NaN,NaN
SeaOkhotsk,LDPE,0.915,fiber,5.00E-05,1.00E-06,0.341146842,2.996576224,NaN,NaN,NaN,NaN,NaN,NaN
SeaOkhotsk,LDPE,0.915,fiber,0.025,0.005,0.167209632,2.408411957,0.013475576,0.8,0.048158962,18.76675712,NaN,NaN
SeaOkhotsk,PET,1.35,sphere,0.005,0.005,15004501.49,19902.72319,NaN,NaN,NaN,NaN,NaN,NaN
SeaOkhotsk,PET,1.35,sphere,0.001,0.001,964615.1782,5046.368711,NaN,NaN,NaN,NaN,NaN,NaN
SeaOkhotsk,PET,1.35,sphere,0.0001,0.0001,736.9297987,137.4006493,NaN,NaN,NaN,NaN,NaN,NaN
SeaOkhotsk,PET,1.35,sphere,1.00E-05,1.00E-05,0.349488789,3.025306574,NaN,NaN,NaN,NaN,NaN,NaN
SeaOkhotsk,PET,1.35,sphere,1.00E-06,1.00E-06,0.184014498,2.675029497,NaN,NaN,NaN,NaN,NaN,NaN
SeaOkhotsk,PET,1.35,fiber,0.005,0.001,788777.6249,4563.301907,NaN,NaN,NaN,NaN,NaN,NaN
SeaOkhotsk,PET,1.35,fiber,0.001,0.0001,6237.987965,405.8113653,NaN,NaN,NaN,NaN,NaN,NaN
SeaOkhotsk,PET,1.35,fiber,0.0001,1.00E-05,3.463874733,6.38439838,NaN,NaN,NaN,NaN,NaN,NaN
SeaOkhotsk,PET,1.35,fiber,5.00E-05,1.00E-06,0.180557882,2.365153735,NaN,NaN,NaN,NaN,NaN,NaN
SeaOkhotsk,PET,1.35,fiber,0.025,0.005,4638896.053,11066.47268,NaN,NaN,NaN,NaN,NaN,NaN
SeaOkhotsk,PP,0.88,sphere,0.005,0.005,0.153165883,2.184782493,0.016853933,NaN,0.097336723,12.85006226,NaN,NaN
SeaOkhotsk,PP,0.88,sphere,0.001,0.001,0.119414586,2.930631092,NaN,NaN,NaN,NaN,NaN,NaN
SeaOkhotsk,PP,0.88,sphere,0.0001,0.0001,0.258728731,5.277872395,NaN,NaN,NaN,NaN,NaN,NaN
SeaOkhotsk,PP,0.88,sphere,1.00E-05,1.00E-05,0.24512281,2.728660334,NaN,NaN,NaN,NaN,NaN,NaN
SeaOkhotsk,PP,0.88,sphere,1.00E-06,1.00E-06,0.168075319,2.281880866,NaN,NaN,NaN,NaN,NaN,NaN
SeaOkhotsk,PP,0.88,fiber,0.005,0.001,0.150475698,2.316730984,NaN,NaN,NaN,NaN,NaN,NaN
SeaOkhotsk,PP,0.88,fiber,0.001,0.0001,0.187148758,6.168725516,NaN,NaN,NaN,NaN,NaN,NaN
SeaOkhotsk,PP,0.88,fiber,0.0001,1.00E-05,0.97490958,7.711772725,NaN,NaN,NaN,NaN,NaN,NaN
SeaOkhotsk,PP,0.88,fiber,5.00E-05,1.00E-06,0.347638959,2.851068259,NaN,NaN,NaN,NaN,NaN,NaN
SeaOkhotsk,PP,0.88,fiber,0.025,0.005,0.160193803,2.556423711,NaN,0.02268431,NaN,5.582477378,NaN,NaN
SeaOkhotsk,PS,1.06,sphere,0.005,0.005,1153466.748,5518.288697,NaN,NaN,NaN,NaN,NaN,NaN
SeaOkhotsk,PS,1.06,sphere,0.001,0.001,35264.72741,964.8775973,NaN,NaN,NaN,NaN,NaN,NaN
SeaOkhotsk,PS,1.06,sphere,0.0001,0.0001,10.59004444,15.63642878,NaN,NaN,NaN,NaN,NaN,NaN
SeaOkhotsk,PS,1.06,sphere,1.00E-05,1.00E-05,0.313568435,3.020069611,NaN,NaN,NaN,NaN,NaN,NaN
SeaOkhotsk,PS,1.06,sphere,1.00E-06,1.00E-06,0.144429114,2.414569597,NaN,NaN,NaN,NaN,NaN,NaN
SeaOkhotsk,PS,1.06,fiber,0.005,0.001,66926.09806,1329.228694,NaN,NaN,NaN,NaN,NaN,NaN
SeaOkhotsk,PS,1.06,fiber,0.001,0.0001,168.261259,68.48660979,NaN,NaN,NaN,NaN,NaN,NaN
SeaOkhotsk,PS,1.06,fiber,0.0001,1.00E-05,3.021483317,9.414033678,NaN,NaN,NaN,NaN,NaN,NaN
SeaOkhotsk,PS,1.06,fiber,5.00E-05,1.00E-06,0.325873129,2.846462518,NaN,NaN,NaN,NaN,NaN,NaN
SeaOkhotsk,PS,1.06,fiber,0.025,0.005,542640.553,3784.93189,NaN,NaN,NaN,NaN,NaN,NaN
SouthAmerica,EPS,0.03,sphere,0.005,0.005,0.132309588,2.448692052,0.068965517,NaN,0.130817163,0.371535852,NaN,NaN
SouthAmerica,EPS,0.03,sphere,0.001,0.001,0.160385537,3.088819114,0.056206089,0.112149533,0.127744999,53.50316564,NaN,NaN
SouthAmerica,EPS,0.03,sphere,0.0001,0.0001,0.076631259,4.542945391,0.082191781,1.263157895,5.341243255,45.62146831,NaN,NaN
SouthAmerica,EPS,0.03,sphere,1.00E-05,1.00E-05,0.180891698,2.644420248,0.087272727,0.102349604,1.213177013,0.891761277,NaN,NaN
SouthAmerica,EPS,0.03,sphere,1.00E-06,1.00E-06,0.134247946,2.636129389,0.062992126,0.12,0.170038946,0.346043859,NaN,NaN
SouthAmerica,EPS,0.03,fiber,0.005,0.001,0.121495973,2.946148497,0.06185567,0.156,0.048483011,12.66976117,NaN,NaN
SouthAmerica,EPS,0.03,fiber,0.001,0.0001,0.16391591,2.558122293,0.060765725,0.486796785,1.497111081,138.0215426,NaN,NaN
SouthAmerica,EPS,0.03,fiber,0.0001,1.00E-05,0.192983803,3.969143036,NaN,0.05955335,NaN,4.610100469,NaN,NaN
SouthAmerica,EPS,0.03,fiber,5.00E-05,1.00E-06,0.150853729,3.126916358,0.061696658,0.12394849,0.176944457,0.255531444,NaN,NaN
SouthAmerica,EPS,0.03,fiber,0.025,0.005,0.148665438,2.928335156,0.061646817,NaN,0.089499788,0.366536455,NaN,NaN
SouthAmerica,HDPE,0.953,sphere,0.005,0.005,0.123322842,3.056537888,0.057976427,0.279069767,0.135791584,193.49883,NaN,NaN
SouthAmerica,HDPE,0.953,sphere,0.001,0.001,0.094219454,4.131316047,0.072911673,0.202297702,3.379418517,293.4928584,NaN,NaN
SouthAmerica,HDPE,0.953,sphere,0.0001,0.0001,0.420260989,12.6556862,NaN,NaN,NaN,NaN,NaN,NaN
SouthAmerica,HDPE,0.953,sphere,1.00E-05,1.00E-05,0.19529539,2.633940134,NaN,0.142011834,NaN,0.95044031,NaN,NaN
SouthAmerica,HDPE,0.953,sphere,1.00E-06,1.00E-06,0.147297212,2.897456987,0.07554535,0.067226891,0.106121959,1.095244337,NaN,NaN
SouthAmerica,HDPE,0.953,fiber,0.005,0.001,0.108934792,2.776242418,0.055172414,0.099585062,1.21758293,454.1711233,NaN,NaN
SouthAmerica,HDPE,0.953,fiber,0.001,0.0001,0.331889959,19.57464967,NaN,NaN,NaN,NaN,NaN,NaN
SouthAmerica,HDPE,0.953,fiber,0.0001,1.00E-05,0.423698027,4.567509462,NaN,NaN,NaN,NaN,NaN,NaN
SouthAmerica,HDPE,0.953,fiber,5.00E-05,1.00E-06,0.190926267,2.961497353,0.05633927,0.542857143,0.198068,0.29129305,NaN,NaN
SouthAmerica,HDPE,0.953,fiber,0.025,0.005,0.128740928,2.921353646,0.056603774,0.109589041,0.086710668,88.73513011,NaN,NaN
SouthAmerica,LDPE,0.915,sphere,0.005,0.005,0.146260211,2.64155091,0.067252747,1.714285714,0.080901551,104.8788731,NaN,NaN
SouthAmerica,LDPE,0.915,sphere,0.001,0.001,0.127269103,2.70406049,0.067039106,0.307692308,0.918265776,451.073043,NaN,NaN
SouthAmerica,LDPE,0.915,sphere,0.0001,0.0001,0.328705403,11.9520023,NaN,NaN,NaN,NaN,NaN,NaN
SouthAmerica,LDPE,0.915,sphere,1.00E-05,1.00E-05,0.238654251,2.924984033,NaN,0.094488189,NaN,0.70418192,NaN,NaN
SouthAmerica,LDPE,0.915,sphere,1.00E-06,1.00E-06,0.113319824,2.822875103,0.059259259,0.75,0.14746994,0.438658919,NaN,NaN
SouthAmerica,LDPE,0.915,fiber,0.005,0.001,0.173493067,2.274296669,0.06504065,0.12371134,0.415050891,433.1498534,NaN,NaN
SouthAmerica,LDPE,0.915,fiber,0.001,0.0001,0.247314782,17.55359772,NaN,NaN,NaN,NaN,NaN,NaN
SouthAmerica,LDPE,0.915,fiber,0.0001,1.00E-05,0.409367881,4.447691351,NaN,NaN,NaN,NaN,NaN,NaN
SouthAmerica,LDPE,0.915,fiber,5.00E-05,1.00E-06,0.154193226,2.677521492,0.062663185,0.2,0.147900219,0.270595417,NaN,NaN
SouthAmerica,LDPE,0.915,fiber,0.025,0.005,0.127646186,2.94744445,0.06779661,0.111315939,0.059552394,29.96349084,NaN,NaN
SouthAmerica,PET,1.35,sphere,0.005,0.005,5070158.984,19988.20631,NaN,NaN,NaN,NaN,NaN,NaN
SouthAmerica,PET,1.35,sphere,0.001,0.001,326754.948,5074.276999,NaN,NaN,NaN,NaN,NaN,NaN
SouthAmerica,PET,1.35,sphere,0.0001,0.0001,249.8719119,139.7897157,NaN,NaN,NaN,NaN,NaN,NaN
SouthAmerica,PET,1.35,sphere,1.00E-05,1.00E-05,0.243974653,2.870007038,0.054054054,0.119402985,0.489054736,0.915443318,NaN,NaN
SouthAmerica,PET,1.35,sphere,1.00E-06,1.00E-06,0.139772439,2.992101385,0.055045872,1.846153846,0.086287317,0.483737264,NaN,NaN
SouthAmerica,PET,1.35,fiber,0.005,0.001,266619.1369,4583.621603,NaN,NaN,NaN,NaN,NaN,NaN
SouthAmerica,PET,1.35,fiber,0.001,0.0001,2123.087985,406.8214624,NaN,NaN,NaN,NaN,NaN,NaN
SouthAmerica,PET,1.35,fiber,0.0001,1.00E-05,1.230577157,6.225750328,NaN,NaN,NaN,NaN,NaN,NaN
SouthAmerica,PET,1.35,fiber,5.00E-05,1.00E-06,0.168679159,2.761192281,0.064516129,0.123076923,0.143119854,0.428172964,NaN,NaN
SouthAmerica,PET,1.35,fiber,0.025,0.005,1565977.424,11108.51006,NaN,NaN,NaN,NaN,NaN,NaN
SouthAmerica,PP,0.88,sphere,0.005,0.005,0.135886417,3.055732361,0.05811138,0.436363636,0.08495924,74.21927119,NaN,NaN
SouthAmerica,PP,0.88,sphere,0.001,0.001,0.144042074,2.865030026,0.060759494,0.12371134,0.608560627,476.5373516,NaN,NaN
SouthAmerica,PP,0.88,sphere,0.0001,0.0001,0.238656927,12.24942015,NaN,NaN,NaN,NaN,NaN,NaN
SouthAmerica,PP,0.88,sphere,1.00E-05,1.00E-05,0.182831637,2.788443812,NaN,0.180451128,NaN,0.763965035,NaN,NaN
SouthAmerica,PP,0.88,sphere,1.00E-06,1.00E-06,0.118414124,2.514417638,0.055555556,0.146341463,0.069431495,0.38690112,NaN,NaN
SouthAmerica,PP,0.88,fiber,0.005,0.001,0.129644618,2.743842256,0.065155891,1.266666667,0.292354032,320.7970924,NaN,NaN
SouthAmerica,PP,0.88,fiber,0.001,0.0001,0.190113307,17.13855299,NaN,NaN,NaN,NaN,NaN,NaN
SouthAmerica,PP,0.88,fiber,0.0001,1.00E-05,0.359217614,4.353623272,NaN,NaN,NaN,NaN,NaN,NaN
SouthAmerica,PP,0.88,fiber,5.00E-05,1.00E-06,0.158512122,2.617769333,0.054485296,NaN,0.265588805,0.480960063,NaN,NaN
SouthAmerica,PP,0.88,fiber,0.025,0.005,0.115729358,2.183802902,0.058741259,NaN,0.063576423,2.37893855,NaN,NaN
SouthAmerica,PS,1.06,sphere,0.005,0.005,414489.5522,5715.048005,NaN,NaN,NaN,NaN,NaN,NaN
SouthAmerica,PS,1.06,sphere,0.001,0.001,12949.39611,1010.154637,NaN,NaN,NaN,NaN,NaN,NaN
SouthAmerica,PS,1.06,sphere,0.0001,0.0001,6.10731959,23.38502564,NaN,NaN,NaN,NaN,NaN,NaN
SouthAmerica,PS,1.06,sphere,1.00E-05,1.00E-05,0.210558969,2.785824653,0.073170732,0.130434783,3.472526517,0.904392279,NaN,NaN
SouthAmerica,PS,1.06,sphere,1.00E-06,1.00E-06,0.112223608,2.572983773,0.071711664,NaN,0.189309999,0.297176635,NaN,NaN
SouthAmerica,PS,1.06,fiber,0.005,0.001,17459.98921,1172.965086,NaN,NaN,NaN,NaN,NaN,NaN
SouthAmerica,PS,1.06,fiber,0.001,0.0001,57.21576984,68.92185902,NaN,NaN,NaN,NaN,NaN,NaN
SouthAmerica,PS,1.06,fiber,5.00E-05,1.00E-06,0.155901971,3.298126287,0.058823529,0.116504854,0.087326695,0.707689292,NaN,NaN
SouthAmerica,PS,1.06,fiber,0.025,0.005,192538.1281,3895.125646,NaN,NaN,NaN,NaN,NaN,NaN
EC-Japan,EPS,0.03,sphere,0.005,0.005,0.02889383,0.925715141,0.001900689,0.011461318,0.143548668,45.44061577,NaN,NaN
EC-Japan,EPS,0.03,sphere,0.001,0.001,0.032383453,1.627513517,NaN,0.014209591,NaN,93.03729474,NaN,NaN
EC-Japan,EPS,0.03,sphere,0.0001,0.0001,0.088699538,3.587158337,NaN,NaN,NaN,NaN,NaN,NaN
EC-Japan,EPS,0.03,sphere,1.00E-05,1.00E-05,0.151012356,1.547928201,NaN,NaN,NaN,NaN,NaN,NaN
EC-Japan,EPS,0.03,sphere,1.00E-06,1.00E-06,0.060602247,1.05677109,0.007523511,NaN,0.570507009,0.510269746,NaN,NaN
EC-Japan,EPS,0.03,fiber,0.005,0.001,0.047664095,1.349854249,0.007710751,0.034334764,0.160375082,77.6987604,NaN,NaN
EC-Japan,EPS,0.03,fiber,0.001,0.0001,0.061083357,3.117247754,NaN,NaN,NaN,NaN,NaN,NaN
EC-Japan,EPS,0.03,fiber,0.0001,1.00E-05,0.328396031,6.798898975,NaN,NaN,NaN,NaN,NaN,NaN
EC-Japan,EPS,0.03,fiber,5.00E-05,1.00E-06,0.281804696,1.912394382,NaN,NaN,NaN,NaN,NaN,NaN
EC-Japan,EPS,0.03,fiber,0.025,0.005,0.054284129,1.151864358,NaN,NaN,NaN,NaN,NaN,NaN
EC-Japan,HDPE,0.953,sphere,0.005,0.005,0.029939539,2.332954979,NaN,NaN,NaN,NaN,NaN,NaN
EC-Japan,HDPE,0.953,sphere,0.001,0.001,0.09232569,3.782930966,NaN,NaN,NaN,NaN,NaN,NaN
EC-Japan,HDPE,0.953,sphere,0.0001,0.0001,0.490128146,10.02984243,NaN,NaN,NaN,NaN,NaN,NaN
EC-Japan,HDPE,0.953,sphere,1.00E-05,1.00E-05,0.22879769,1.633140395,NaN,NaN,NaN,NaN,NaN,NaN
EC-Japan,HDPE,0.953,sphere,1.00E-06,1.00E-06,0.04874145,1.003246027,NaN,NaN,NaN,NaN,NaN,NaN
EC-Japan,HDPE,0.953,fiber,0.005,0.001,0.052520815,3.207034389,NaN,NaN,NaN,NaN,NaN,NaN
EC-Japan,HDPE,0.953,fiber,0.001,0.0001,0.374084149,15.18052866,NaN,NaN,NaN,NaN,NaN,NaN
EC-Japan,HDPE,0.953,fiber,0.0001,1.00E-05,1.330445241,10.26428131,NaN,NaN,NaN,NaN,NaN,NaN
EC-Japan,HDPE,0.953,fiber,5.00E-05,1.00E-06,0.307489092,1.773379962,NaN,NaN,NaN,NaN,NaN,NaN
EC-Japan,HDPE,0.953,fiber,0.025,0.005,0.033563753,1.484760597,0.010943912,0.029520295,0.473389852,89.95209173,NaN,NaN
EC-Japan,LDPE,0.915,sphere,0.005,0.005,0.024053201,1.652753003,NaN,0.023095426,NaN,114.0053951,NaN,NaN
EC-Japan,LDPE,0.915,sphere,0.001,0.001,0.057704975,3.195004483,NaN,NaN,NaN,NaN,NaN,NaN
EC-Japan,LDPE,0.915,sphere,0.0001,0.0001,0.3469696,8.815620499,NaN,NaN,NaN,NaN,NaN,NaN
EC-Japan,LDPE,0.915,sphere,1.00E-05,1.00E-05,0.184522576,1.601744404,NaN,NaN,NaN,NaN,NaN,NaN
EC-Japan,LDPE,0.915,sphere,1.00E-06,1.00E-06,0.061445052,1.197590931,0.006988934,NaN,0.383845892,0.570382308,NaN,NaN
EC-Japan,LDPE,0.915,fiber,0.005,0.001,0.04798152,3.120800929,NaN,NaN,NaN,NaN,NaN,NaN
EC-Japan,LDPE,0.915,fiber,0.001,0.0001,0.265920428,11.77197869,NaN,NaN,NaN,NaN,NaN,NaN
EC-Japan,LDPE,0.915,fiber,0.0001,1.00E-05,1.100002084,10.03699414,NaN,NaN,NaN,NaN,NaN,NaN
EC-Japan,LDPE,0.915,fiber,5.00E-05,1.00E-06,0.275278574,1.832381987,NaN,NaN,NaN,NaN,NaN,NaN
EC-Japan,LDPE,0.915,fiber,0.025,0.005,0.034304075,1.453240657,0.007736944,0.037009252,0.372372869,137.8161252,NaN,NaN
EC-Japan,PET,1.35,sphere,0.005,0.005,15331426.02,20118.38239,NaN,NaN,NaN,NaN,NaN,NaN
EC-Japan,PET,1.35,sphere,0.001,0.001,991806.516,5116.999931,NaN,NaN,NaN,NaN,NaN,NaN
EC-Japan,PET,1.35,sphere,0.0001,0.0001,779.1932028,140.8149284,NaN,NaN,NaN,NaN,NaN,NaN
EC-Japan,PET,1.35,sphere,1.00E-05,1.00E-05,0.379125631,1.89968703,NaN,NaN,NaN,NaN,NaN,NaN
EC-Japan,PET,1.35,sphere,1.00E-06,1.00E-06,0.059469382,1.098119077,NaN,NaN,NaN,NaN,NaN,NaN
EC-Japan,PET,1.35,fiber,0.005,0.001,807594.891,4617.412559,NaN,NaN,NaN,NaN,NaN,NaN
EC-Japan,PET,1.35,fiber,0.001,0.0001,23.72714103,20.49539115,NaN,NaN,NaN,NaN,NaN,NaN
EC-Japan,PET,1.35,fiber,0.0001,1.00E-05,0.089313089,1.132173811,NaN,NaN,NaN,NaN,NaN,NaN
EC-Japan,PET,1.35,fiber,5.00E-05,1.00E-06,0.048248806,1.120473082,NaN,NaN,NaN,NaN,NaN,NaN
EC-Japan,PET,1.35,fiber,0.025,0.005,4726354.785,11170.30242,NaN,NaN,NaN,NaN,NaN,NaN
EC-Japan,PP,0.88,sphere,0.005,0.005,0.022882764,1.628720562,0.008501594,0.034431414,0.418094028,153.973596,NaN,NaN
EC-Japan,PP,0.88,sphere,0.001,0.001,0.053295737,2.592689486,NaN,NaN,NaN,NaN,NaN,NaN
EC-Japan,PP,0.88,sphere,0.0001,0.0001,0.2810367,7.567935723,NaN,NaN,NaN,NaN,NaN,NaN
EC-Japan,PP,0.88,sphere,1.00E-05,1.00E-05,0.170956307,1.694001027,NaN,NaN,NaN,NaN,NaN,NaN
EC-Japan,PP,0.88,sphere,1.00E-06,1.00E-06,0.043868558,0.93750883,NaN,NaN,NaN,NaN,NaN,NaN
EC-Japan,PP,0.88,fiber,0.005,0.001,0.036719842,2.562033681,NaN,NaN,NaN,NaN,NaN,NaN
EC-Japan,PP,0.88,fiber,0.001,0.0001,0.200872901,9.713749958,NaN,NaN,NaN,NaN,NaN,NaN
EC-Japan,PP,0.88,fiber,0.0001,1.00E-05,0.940577214,9.900039331,NaN,NaN,NaN,NaN,NaN,NaN
EC-Japan,PP,0.88,fiber,5.00E-05,1.00E-06,0.260153762,1.673940532,NaN,NaN,NaN,NaN,NaN,NaN
EC-Japan,PP,0.88,fiber,0.025,0.005,0.036010821,1.374051281,0.006593047,0.029294563,0.181851093,49.73814126,NaN,NaN
EC-Japan,PS,1.06,sphere,0.005,0.005,1365841.355,6004.848466,NaN,NaN,NaN,NaN,NaN,NaN
EC-Japan,PS,1.06,sphere,0.001,0.001,43878.47237,1076.286022,NaN,NaN,NaN,NaN,NaN,NaN
EC-Japan,PS,1.06,sphere,0.0001,0.0001,299.3839223,445.8541415,NaN,NaN,NaN,NaN,NaN,NaN
EC-Japan,PS,1.06,sphere,1.00E-05,1.00E-05,0.247206399,1.679347558,NaN,NaN,NaN,NaN,NaN,NaN
EC-Japan,PS,1.06,sphere,1.00E-06,1.00E-06,0.038588231,1.143674406,NaN,0.028135991,NaN,0.155269546,NaN,NaN
EC-Japan,PS,1.06,fiber,0.005,0.001,57862.57226,1235.949749,NaN,NaN,NaN,NaN,NaN,NaN
EC-Japan,PS,1.06,fiber,0.001,0.0001,207.3709673,79.38833594,NaN,NaN,NaN,NaN,NaN,NaN
EC-Japan,PS,1.06,fiber,0.0001,1.00E-05,3.074572701,11.1440297,NaN,NaN,NaN,NaN,NaN,NaN
EC-Japan,PS,1.06,fiber,5.00E-05,1.00E-06,0.308529564,1.802001593,NaN,NaN,NaN,NaN,NaN,NaN
EC-Japan,PS,1.06,fiber,0.025,0.005,623118.1841,4055.899162,NaN,NaN,NaN,NaN,NaN,NaN
NorthSea,EPS,0.03,sphere,0.005,0.005,0.035976643,1.081459592,NaN,NaN,NaN,NaN,NaN,NaN
NorthSea,EPS,0.03,sphere,0.001,0.001,0.028959743,1.217802024,NaN,NaN,NaN,NaN,NaN,NaN
NorthSea,EPS,0.03,sphere,0.0001,0.0001,0.071620096,4.468411233,NaN,NaN,NaN,NaN,NaN,NaN
NorthSea,EPS,0.03,sphere,1.00E-05,1.00E-05,0.147881966,1.576125708,NaN,NaN,NaN,NaN,NaN,NaN
NorthSea,EPS,0.03,sphere,1.00E-06,1.00E-06,0.03913138,1.125981887,NaN,NaN,NaN,NaN,NaN,NaN
NorthSea,EPS,0.03,fiber,0.005,0.001,0.028091427,1.159907718,NaN,0.043243243,NaN,69.11762181,NaN,NaN
NorthSea,EPS,0.03,fiber,0.001,0.0001,0.047257743,3.25234143,NaN,NaN,NaN,NaN,NaN,NaN
NorthSea,EPS,0.03,fiber,0.0001,1.00E-05,0.204016808,3.431692095,NaN,NaN,NaN,NaN,NaN,NaN
NorthSea,EPS,0.03,fiber,5.00E-05,1.00E-06,0.05062556,1.179039776,NaN,NaN,NaN,NaN,NaN,NaN
NorthSea,EPS,0.03,fiber,5.00E-05,1.00E-06,0.046426018,1.156762635,NaN,NaN,NaN,NaN,NaN,NaN
NorthSea,HDPE,0.953,sphere,0.005,0.005,0.023239799,1.555842169,NaN,NaN,NaN,NaN,NaN,NaN
NorthSea,HDPE,0.953,sphere,0.001,0.001,0.069625032,4.960692102,NaN,NaN,NaN,NaN,NaN,NaN
NorthSea,HDPE,0.953,sphere,0.0001,0.0001,0.42955499,13.83853673,NaN,NaN,NaN,NaN,NaN,NaN
NorthSea,HDPE,0.953,sphere,1.00E-05,1.00E-05,0.165589572,1.566511403,NaN,NaN,NaN,NaN,NaN,NaN
NorthSea,HDPE,0.953,sphere,1.00E-06,1.00E-06,0.041872762,1.22609698,NaN,NaN,NaN,NaN,NaN,NaN
NorthSea,HDPE,0.953,fiber,0.005,0.001,0.052237854,2.849009165,NaN,NaN,NaN,NaN,NaN,NaN
NorthSea,HDPE,0.953,fiber,0.001,0.0001,0.329022444,21.49147541,NaN,NaN,NaN,NaN,NaN,NaN
NorthSea,HDPE,0.953,fiber,0.0001,1.00E-05,0.523798162,4.069994956,NaN,NaN,NaN,NaN,NaN,NaN
NorthSea,HDPE,0.953,fiber,5.00E-05,1.00E-06,0.047533662,1.175492754,NaN,NaN,NaN,NaN,NaN,NaN
NorthSea,HDPE,0.953,fiber,5.00E-05,1.00E-06,0.0472683,1.15893816,NaN,NaN,NaN,NaN,NaN,NaN
NorthSea,LDPE,0.915,sphere,0.005,0.005,0.028303212,1.164199465,NaN,NaN,NaN,NaN,NaN,NaN
NorthSea,LDPE,0.915,sphere,0.001,0.001,0.04805958,3.15825884,NaN,NaN,NaN,NaN,NaN,NaN
NorthSea,LDPE,0.915,sphere,0.0001,0.0001,0.324956625,13.36931825,NaN,NaN,NaN,NaN,NaN,NaN
NorthSea,LDPE,0.915,sphere,1.00E-05,1.00E-05,0.189157548,1.604954613,NaN,NaN,NaN,NaN,NaN,NaN
NorthSea,LDPE,0.915,sphere,1.00E-06,1.00E-06,0.043851605,1.143662362,NaN,NaN,NaN,NaN,NaN,NaN
NorthSea,LDPE,0.915,fiber,0.005,0.001,0.033945479,2.186559413,NaN,NaN,NaN,NaN,NaN,NaN
NorthSea,LDPE,0.915,fiber,0.001,0.0001,0.225709977,17.42396548,NaN,NaN,NaN,NaN,NaN,NaN
NorthSea,LDPE,0.915,fiber,0.0001,1.00E-05,0.44380477,3.978836355,NaN,NaN,NaN,NaN,NaN,NaN
NorthSea,LDPE,0.915,fiber,5.00E-05,1.00E-06,0.049834367,1.311272082,NaN,NaN,NaN,NaN,NaN,NaN
NorthSea,LDPE,0.915,fiber,5.00E-05,1.00E-06,0.044027639,1.165605314,NaN,NaN,NaN,NaN,NaN,NaN
NorthSea,PET,1.35,sphere,0.005,0.005,7206835.876,19945.35457,NaN,NaN,NaN,NaN,NaN,NaN
NorthSea,PET,1.35,sphere,0.001,0.001,463824.6806,5059.952618,NaN,NaN,NaN,NaN,NaN,NaN
NorthSea,PET,1.35,sphere,0.0001,0.0001,354.1038516,137.9157515,NaN,NaN,NaN,NaN,NaN,NaN
NorthSea,PET,1.35,sphere,1.00E-05,1.00E-05,0.180155493,1.611487381,NaN,NaN,NaN,NaN,NaN,NaN
NorthSea,PET,1.35,sphere,1.00E-06,1.00E-06,0.040314976,1.174028353,NaN,NaN,NaN,NaN,NaN,NaN
NorthSea,PET,1.35,fiber,0.005,0.001,378989.7944,4573.864382,NaN,NaN,NaN,NaN,NaN,NaN
NorthSea,PET,1.35,fiber,0.001,0.0001,3013.400397,406.1142094,NaN,NaN,NaN,NaN,NaN,NaN
NorthSea,PET,1.35,fiber,0.0001,1.00E-05,1.729825456,5.153899212,NaN,NaN,NaN,NaN,NaN,NaN
NorthSea,PET,1.35,fiber,5.00E-05,1.00E-06,0.048746494,1.145684562,NaN,NaN,NaN,NaN,NaN,NaN
